name,box_size,pc_per_arcsec,n_fit_points,relative_uncertainty,redchi,quality_score,quality_class,r0,sig2,m,s0,noise,r_fit_max,r0_over_rfitmax,s0_arcsec,noise_fraction,r0_frac_uncertainty,sig2_frac_uncertainty,s0_frac_uncertainty,noise_frac_uncertainty,m_abs_uncertainty,max_residual_run,n_active_flags,active_flags,r0_near_bound,sig2_near_bound,m_near_bound,s0_near_bound,noise_near_bound,large_r0_uncertainty,large_sig2_uncertainty,large_s0_uncertainty,large_noise_uncertainty,large_m_uncertainty,redchi_too_low,redchi_too_high,r0_larger_than_fit_range,r0_much_larger_than_fit_range,large_s0_arcsec,large_noise_fraction,systematic_residuals
LVM-30Dor-6563_A,165.833737799734,0.24240684055476797,21,0.11565303828124994,0.805786653322063,10,D,13.225620003166085,201.6419176770308,1.999999999844773,0.02424068507556331,23.31952476368788,81.33232214515564,0.162612103704134,0.10000000420815894,0.17052909441358577,0.12522689694324382,0.1294627464939677,13.66328433090869,1.2109796560480974,0.4283975988622497,8,6,m_near_bound; s0_near_bound; large_s0_uncertainty; large_noise_uncertainty; large_m_uncertainty; systematic_residuals,False,False,True,True,False,False,False,True,True,True,False,False,False,False,False,False,True
