x,Curve1
0.978234,38.26087
0.992078,38.25264
1.021399,38.54629
1.099918,38.7336
1.106915,38.47302
1.115879,38.60605
1.116891,38.8943
1.151354,38.90156
1.161577,39.12601
1.170026,38.58509
1.186763,38.97839
1.192772,39.50909
1.224683,39.2182
1.224929,39.01939
1.234745,38.91979
1.246922,39.49609
1.2684,39.29884
1.280239,39.77773
1.289652,39.368
1.320934,40.03537
1.336537,39.74679
1.34816,39.51992
