x,Curve1
0.97184,38.03131
0.99278,37.98366
1.02877,38.21032
1.1384,37.82728
1.18563,39.07981
1.19239,37.66794
1.20066,39.38096
1.2175,39.43519
1.22942,38.60336
1.24737,39.26971
1.25178,38.78663
1.2619,38.19636
1.27552,39.25451
1.27922,39.64658
1.28813,39.56633
1.30124,39.25534
1.30133,39.14796
1.32566,39.87895
1.37598,39.27923
1.39961,39.88133
1.47724,41.31739
1.49198,40.97961
