x,Curve1
1.11955,1.72681
1.13806,1.95006
1.28466,2.19094
1.32145,2.30459
1.33535,2.33681
1.34928,2.36714
1.36202,2.42015
1.38551,2.53374
1.39343,2.50352
1.40069,2.5357
1.40115,2.4922
1.40891,2.47711
1.42062,2.53769
1.42581,2.67388
1.43529,2.40915
1.43556,2.65123
1.5185,2.53626
