filename,object,date_obs,mjd_obs,instrument,telescope,arcfile,prog_id,pro_catg,dpr_catg,dpr_type,dpr_tech,ra_deg,dec_deg
ADP.2015-07-21T08_02_25.090.fits,pos098,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:25.090.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8219583333319,-69.0285555555544
ADP.2015-07-21T08_02_25.867.fits,pos103,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:25.867.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7196249999986,-69.20511111111
ADP.2015-07-21T08_02_26.550.fits,pos082,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:26.550.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6552916666652,-69.0602499999988
ADP.2015-07-21T08_02_26.837.fits,pos045,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:26.837.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7667083333319,-69.1310555555544
ADP.2015-07-21T08_02_27.470.fits,pos006,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:27.470.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7250416666652,-69.0923888888877
ADP.2015-07-21T08_02_27.477.fits,pos107,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:27.477.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4204583333319,-69.1164722222211
ADP.2015-07-21T08_02_27.590.fits,pos060,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:27.590.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8504583333319,-69.1023888888877
ADP.2015-07-21T08_02_28.200.fits,pos104,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:28.200.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8959583333319,-69.0839166666655
ADP.2015-07-21T08_02_29.397.fits,pos096,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:29.397.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4287499999986,-69.1796666666655
ADP.2015-07-21T08_02_29.683.fits,pos109,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:29.683.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.3635416666652,-69.1124722222211
ADP.2015-07-21T08_02_29.733.fits,pos041,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:29.733.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7007499999986,-69.1700555555544
ADP.2015-07-21T08_02_30.103.fits,pos081,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:30.103.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7367083333319,-69.0961666666655
ADP.2015-07-21T08_02_30.337.fits,pos069,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:30.337.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8523749999986,-69.0825833333322
ADP.2015-07-21T08_02_30.543.fits,pos031,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:30.543.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5036249999986,-69.1027499999988
ADP.2015-07-21T08_02_31.920.fits,pos093,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:31.920.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4601666666652,-69.1701666666655
ADP.2015-07-21T08_02_32.447.fits,pos072,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:32.447.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7549583333319,-69.0397777777766
ADP.2015-07-21T08_02_33.013.fits,pos003,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:33.013.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7138749999986,-69.0833055555544
ADP.2015-07-21T08_02_33.320.fits,pos077,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:33.320.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5721666666652,-69.1583611111099
ADP.2015-07-21T08_02_33.373.fits,pos044,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:33.373.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7532083333319,-69.1358888888877
ADP.2015-07-21T08_02_38.423.fits,pos054,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:38.423.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8492499999986,-69.1187777777766
ADP.2015-07-21T08_02_38.673.fits,pos010,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:38.673.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6305833333319,-69.0944999999988
ADP.2015-07-21T08_02_40.097.fits,pos036,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:40.097.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6720833333319,-69.1262777777766
ADP.2015-07-21T08_02_40.290.fits,pos113,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:40.290.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5398749999986,-69.1059166666655
ADP.2015-07-21T08_02_40.357.fits,pos015,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:40.357.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6586249999986,-69.0722777777766
ADP.2015-07-21T08_02_40.603.fits,pos066,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:40.603.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7978749999986,-69.0783611111099
ADP.2015-07-21T08_02_41.323.fits,pos002,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:41.323.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6998749999986,-69.0843333333322
ADP.2015-07-21T08_02_41.513.fits,pos050,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:41.513.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8030833333319,-69.1253055555544
ADP.2015-07-21T08_02_41.870.fits,pos080,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:41.870.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6279166666652,-69.1359999999988
ADP.2015-07-21T08_02_42.470.fits,pos025,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:42.470.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5766249999986,-69.0383611111099
ADP.2015-07-21T08_02_43.397.fits,pos101,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:43.397.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.9421249999986,-69.1295277777766
ADP.2015-07-21T08_02_43.403.fits,pos004,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:43.403.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7291666666652,-69.0837777777766
ADP.2015-07-21T08_02_43.683.fits,pos085,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:43.683.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5423333333319,-69.0561388888877
ADP.2015-07-21T08_02_44.663.fits,pos100,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:44.663.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6821249999985,-69.0054999999988
ADP.2015-07-21T08_02_44.703.fits,pos022,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:44.703.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6159166666652,-69.0523611111099
ADP.2015-07-21T08_02_45.140.fits,pos106,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:45.140.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4454166666653,-69.1202499999988
ADP.2015-07-21T08_02_45.513.fits,pos076,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:45.513.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4966249999986,-69.13386111111
ADP.2015-07-21T08_02_45.990.fits,pos067,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:45.990.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7890416666653,-69.0757777777766
ADP.2015-07-21T08_02_48.370.fits,pos110,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:48.370.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.3410416666652,-69.1148333333322
ADP.2015-07-21T08_02_49.747.fits,pos047,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:49.747.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7942916666652,-69.1367777777766
ADP.2015-07-21T08_02_50.213.fits,pos105,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:50.213.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4764999999986,-69.1260555555544
ADP.2015-07-21T08_02_50.520.fits,pos115,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:50.520.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7223749999986,-69.0335833333322
ADP.2015-07-21T08_02_51.247.fits,pos018,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:51.247.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6319583333319,-69.0622777777766
ADP.2015-07-21T08_02_52.510.fits,pos099,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:52.510.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6601249999986,-69.0108611111099
ADP.2015-07-21T08_02_53.810.fits,pos012,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:53.810.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6440833333319,-69.0824722222211
ADP.2015-07-21T08_02_54.150.fits,pos001,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:54.150.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6876666666652,-69.0859999999988
ADP.2015-07-21T08_02_54.217.fits,pos055,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:54.217.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8590833333319,-69.1115555555544
ADP.2015-07-21T08_02_55.733.fits,pos013,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:55.733.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6793749999986,-69.0755277777766
ADP.2015-07-21T08_02_56.067.fits,pos087,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:56.067.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5486666666652,-69.1251111111099
ADP.2015-07-21T08_02_57.233.fits,pos117,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:57.233.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8564999999986,-69.1939444444433
ADP.2015-07-21T08_02_57.380.fits,pos014,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:57.380.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6554999999986,-69.0771944444433
ADP.2015-07-21T08_02_57.447.fits,pos058,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:57.447.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8607916666652,-69.0996111111099
ADP.2015-07-21T08_02_58.607.fits,pos053,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:02:58.607.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8456666666652,-69.1237777777766
ADP.2015-07-21T08_03_00.560.fits,pos019,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:00.560.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5702916666653,-69.05661111111
ADP.2015-07-21T08_03_00.900.fits,pos064,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:00.900.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7704583333319,-69.0979999999988
ADP.2015-07-21T08_03_05.097.fits,pos042,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:05.097.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7179166666652,-69.1606111111099
ADP.2015-07-21T08_03_05.190.fits,pos071,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:05.190.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7409583333319,-69.0384722222211
ADP.2015-07-21T08_03_05.210.fits,pos043,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:05.210.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7350833333319,-69.1667222222211
ADP.2015-07-21T08_03_05.223.fits,pos078,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:05.223.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5508749999986,-69.1489166666655
ADP.2015-07-21T08_03_09.283.fits,pos049,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:09.283.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8020416666652,-69.1299444444433
ADP.2015-07-21T08_03_09.877.fits,pos091,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:09.877.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6275833333319,-69.2321111111099
ADP.2015-07-21T08_03_11.367.fits,pos038,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:11.367.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7397083333319,-69.1387499999988
ADP.2015-07-21T08_03_14.513.fits,pos063,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:14.513.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7584999999986,-69.0950555555544
ADP.2015-07-21T08_03_14.910.fits,pos073,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:14.910.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7741249999986,-69.0412499999988
ADP.2015-07-21T08_03_15.227.fits,pos021,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:15.227.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5907916666652,-69.0497777777766
ADP.2015-07-21T08_03_15.477.fits,pos070,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:15.477.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7813749999986,-69.04736111111
ADP.2015-07-21T08_03_17.137.fits,pos008,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:17.137.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6515833333319,-69.1058888888877
ADP.2015-07-21T08_03_20.433.fits,pos062,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:20.433.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7745833333319,-69.0902222222211
ADP.2015-07-21T08_03_21.440.fits,pos016,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:21.440.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6599166666652,-69.0659999999988
ADP.2015-07-21T08_03_21.533.fits,pos052,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:21.533.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8264999999986,-69.1338055555544
ADP.2015-07-21T08_03_22.373.fits,pos094,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:22.373.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4316249999985,-69.1702222222211
ADP.2015-07-21T08_03_22.393.fits,pos039,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:22.393.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6252083333319,-69.1698888888877
ADP.2015-07-21T08_03_22.667.fits,pos032,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:22.667.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6767916666652,-69.1178611111099
ADP.2015-07-21T08_03_23.093.fits,pos048,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:23.093.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8036666666652,-69.1358611111099
ADP.2015-07-21T08_03_25.383.fits,pos028,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:25.383.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5229999999985,-69.077972222221
ADP.2015-07-21T08_03_27.700.fits,pos027,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:27.700.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5355416666652,-69.0666666666655
ADP.2015-07-21T08_03_28.820.fits,pos020,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:28.820.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5796666666652,-69.0534722222211
ADP.2015-07-21T08_03_29.120.fits,pos088,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:29.120.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5418749999986,-69.1336388888877
ADP.2015-07-21T08_03_29.317.fits,pos011,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:29.317.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6347499999986,-69.0880277777766
ADP.2015-07-21T08_03_31.077.fits,pos095,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:31.077.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4573333333319,-69.1796388888877
ADP.2015-07-21T08_03_31.717.fits,pos089,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:31.717.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6809166666652,-69.0710833333322
ADP.2015-07-21T08_03_34.813.fits,pos005,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:34.813.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7465416666652,-69.0858055555544
ADP.2015-07-21T08_03_35.087.fits,pos046,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:35.087.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7854583333319,-69.1384722222211
ADP.2015-07-21T08_03_35.427.fits,pos079,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:35.427.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6320833333319,-69.1225555555544
ADP.2015-07-21T08_03_36.973.fits,pos112,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:36.973.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5739999999986,-69.1873888888877
ADP.2015-07-21T08_03_37.193.fits,pos114,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:37.193.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7377083333319,-69.1015833333321
ADP.2015-07-21T08_03_37.717.fits,pos023,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:37.717.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6211249999986,-69.0456111111099
ADP.2015-07-21T08_03_37.803.fits,pos057,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:37.803.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8628333333319,-69.0949722222211
ADP.2015-07-21T08_03_37.930.fits,pos090,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:37.930.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6707499999986,-69.2258055555544
ADP.2015-07-21T08_03_40.720.fits,pos033,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:40.720.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6876666666652,-69.1152499999988
ADP.2015-07-21T08_03_40.833.fits,pos092,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:40.833.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5849166666652,-69.2285555555544
ADP.2015-07-21T08_03_41.273.fits,pos034,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:41.273.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5162499999986,-69.1184999999988
ADP.2015-07-21T08_03_43.893.fits,pos068,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:43.893.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.8513749999986,-69.0875833333322
ADP.2015-07-21T08_03_44.360.fits,pos074,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:44.360.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6603749999986,-69.1648888888877
ADP.2015-07-21T08_03_46.753.fits,pos030,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:46.753.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.4849999999986,-69.0966388888877
ADP.2015-07-21T08_03_46.780.fits,pos075,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:46.780.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7082083333319,-69.1202499999988
ADP.2015-07-21T08_03_47.327.fits,pos102,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:47.327.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.9646666666652,-69.1109444444433
ADP.2015-07-21T08_03_48.213.fits,pos061,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:48.213.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.7605833333319,-69.08911111111
ADP.2015-07-21T08_03_48.733.fits,pos118,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:48.733.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6807916666652,-69.2833333333322
ADP.2015-07-21T08_03_48.767.fits,pos017,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:48.767.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6474999999986,-69.0635833333322
ADP.2015-07-21T08_03_49.260.fits,pos026,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:49.260.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.5502083333319,-69.0372499999988
ADP.2015-07-21T08_03_49.933.fits,pos097,2003-12-03T09:05:37.450,52976.37890567,GIRAFFE,ESO-VLT-U2,ADP.2015-07-21T08:03:49.933.fits,072.C-0348(A),SCIENCE_RBNSPEC_IDP,,,,84.6660833333319,-69.02036111111
