name,box_size,pc_per_arcsec,n_fit_points,relative_uncertainty,redchi,quality_score,quality_class,r0,sig2,m,s0,noise,r_fit_max,r0_over_rfitmax,s0_arcsec,noise_fraction,r0_frac_uncertainty,sig2_frac_uncertainty,s0_frac_uncertainty,noise_frac_uncertainty,m_abs_uncertainty,max_residual_run,n_active_flags,active_flags,r0_near_bound,sig2_near_bound,m_near_bound,s0_near_bound,noise_near_bound,large_r0_uncertainty,large_sig2_uncertainty,large_s0_uncertainty,large_noise_uncertainty,large_m_uncertainty,redchi_too_low,redchi_too_high,r0_larger_than_fit_range,r0_much_larger_than_fit_range,large_s0_arcsec,large_noise_fraction,systematic_residuals
SAMFP-30Dor-Ha-bin0,30.237325584080512,0.24240684055476797,44,0.015,0.6730559492021625,8,D,13.813510628632564,590.724470129943,0.9033369536375053,0.1033033365313276,4.943497247685396,13.798039258050139,1.0011212731238897,0.4261568538862576,0.6896642813073103,0.9298358501128714,0.5814186149590458,0.16635243410251377,0.06251825017325625,0.04465903126579229,13,5,large_r0_uncertainty; large_sig2_uncertainty; r0_larger_than_fit_range; large_noise_fraction; systematic_residuals,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,True,True
