pc,S
0.002,20.669
0.003,14.228
0.005,19.829
0.006,25.433
0.01,25.433
0.011,30.025
0.013,30.025
0.016,32.622
0.03,32.622
0.034,35.445
0.059,38.511
0.102,40.142
0.177,41.843
0.368,43.615
0.47,41.843
0.72,47.389
0.864,53.67
0.976,60.783
1.172,58.313
1.495,58.313
1.689,58.313
2.154,60.783
3.105,63.358
3.3,66.042
