pc,S
0.007610853,1.65
0.01655654,1.87
0.027767846,2.64
0.038561847,3.92
0.049887596,6.06
0.061685736,5.79
0.07106754,5.53
0.081862039,5.52
0.094279783,5.76
0.106033749,6.28
0.11649565,6.56
0.131019293,7.16
0.143971359,7.15
0.154465403,7.8
0.16192043,7.8
0.17366258,9.29
0.186385398,9.28
0.195211778,11.56
0.214546841,11.05
0.235796977,10.57
0.25289651,12.59
0.2651481,12.04
0.277704329,15
