pc,S
1.17,2.89
3.54,11.04
5.85,25.78
8.24,39.39
10.72,48.69
12.9,60.18
15.51,64.59
17.69,69.31
20.19,69.31
22.43,74.39
24.93,79.83
26.98,85.68
29.2,91.95
31.6,98.68
34.2,105.9
37.01,113.65
39.02,113.65
41.13,121.97
43.36,121.97
45.7,121.97
49.46,121.97
53.53,121.97
56.43,121.97
59.49,121.97
61.08,113.65
64.38,113.65
69.68,105.9
75.41,105.9
81.62,105.9
86.04,105.9
93.12,113.65
98.16,121.97
103.47,140.48
114.98,161.8
118.05,173.65
