pc,S
0.754,12.455
1.259,14.05
1.762,13.262
2.276,14.366
2.772,15.254
3.243,17.181
3.722,18.239
4.274,18.25
4.719,17.901
5.212,17.216
5.755,16.558
6.23,16.24
6.747,15.313
7.308,14.156
7.748,15.322
8.228,14.164
8.901,14.738
9.813,16.596
10.784,25.617
11.686,22.767
12.14,26.14
12.96,14.474
