pc,S
0.007515181,41.19
0.015956566,55.6
0.026747689,89.74
0.037164448,116.46
0.04708213,93.18
0.059667115,68.27
0.06867047,84.96
0.077138067,126.14
0.088823832,137.54
0.099914912,143.55
0.112449335,131.26
0.120792181,105.23
0.132848289,84.33
0.142531576,92.03
0.152867685,109.68
0.163953348,130.71
0.176025848,119.59
0.198039812,119.43
0.20731029,169.8
0.217127579,211.54
0.227449182,252.17
0.238178881,328.29
0.249717475,313.98
0.255849859,263.18
