pc,S
1.866,16.156
2.648,28.66
3.361,24.992
4.084,32.962
4.79,28.733
5.589,41.816
6.286,46.171
7.66,46.21
8.445,52.034
9.14,52.052
10.507,47.194
11.364,50.086
12.056,51.096
13.045,52.131
14.711,44.548
16.23,47.282
17.515,62.33
18.944,66.15
20.191,42.884
20.848,88.947
21.795,55.429
22.604,74.512
24.871,102.186
