name,box_size,pc_per_arcsec,n_fit_points,relative_uncertainty,redchi,quality_score,quality_class,r0,sig2,m,s0,noise,r_fit_max,r0_over_rfitmax,s0_arcsec,noise_fraction,r0_frac_uncertainty,sig2_frac_uncertainty,s0_frac_uncertainty,noise_frac_uncertainty,m_abs_uncertainty,max_residual_run,n_active_flags,active_flags,r0_near_bound,sig2_near_bound,m_near_bound,s0_near_bound,noise_near_bound,large_r0_uncertainty,large_sig2_uncertainty,large_s0_uncertainty,large_noise_uncertainty,large_m_uncertainty,redchi_too_low,redchi_too_high,r0_larger_than_fit_range,r0_much_larger_than_fit_range,large_s0_arcsec,large_noise_fraction,systematic_residuals
LVM-30Dor-6563_A,165.833737799734,0.24240684055476797,28,0.10056785937499996,0.8315646915334142,9,D,13.094385933214992,203.42658926475224,1.9999999992991635,0.02424069086784769,19.40718125667916,81.33232214515564,0.16099854999645952,0.10000002810304724,0.45047344953093243,0.08864098648600659,0.10678575798146342,13.652209342706504,0.8129904657301077,0.3005341412079692,8,5,m_near_bound; s0_near_bound; large_s0_uncertainty; large_m_uncertainty; systematic_residuals,False,False,True,True,False,False,False,True,False,True,False,False,False,False,False,False,True
LVM-30Dor-6563_B1,166.0377502241278,0.2424068405547679,28,0.0661249999999999,0.9662107172524854,6,C,7.957264902763047,31.751638212680447,1.7246117137739754,0.0242406853227781,1.9136555708407992,81.33247073177647,0.0978362618419036,0.1000000052279935,0.1398718978273725,0.0916441470287063,0.0818283225596506,13.674550759673654,2.1703167096308897,0.2551638966312086,4,4,s0_near_bound; large_s0_uncertainty; large_noise_uncertainty; systematic_residuals,False,False,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True
LVM-30Dor-6563_B2,165.07852532806567,0.2424068405547679,28,0.05,0.6514345267708552,8,D,13.164485573922324,20.72417144432989,1.4160796882194104,0.3636102581388736,0.4872533449258919,81.33249258479559,0.1618601023471314,1.499999988889429,0.0928396567834275,0.0804569982085535,0.0780661917511369,0.905749499894484,2.3039676587764455,0.1978206722456268,4,5,s0_near_bound; large_s0_uncertainty; large_noise_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,False,False,False,True,True,False,False,False,False,False,True,False,True
LVM-30Dor-6563_B3,166.24014918474907,0.2424068405547679,28,0.05,0.719105759124537,7,D,14.606041507136212,57.61492224857143,1.5640899738852987,0.3636102554970445,2.250243757276145,81.33246305592324,0.1795843991235488,1.4999999779911022,0.2063993925464076,0.0711478041849286,0.0674245972282439,0.9092790009919562,0.9498925323190438,0.1728792823930167,4,4,s0_near_bound; large_s0_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True
LVM-30Dor-6563_B4,166.47081862715038,0.2424068405547679,28,0.05,0.5635271459059126,12,D,72.62741104411323,152.20707183696774,1.1069716786343808,0.3636102604611323,2.2688781644421427e-10,81.33251253658686,0.8929689834854456,1.499999998469434,3.208214727467729e-11,0.94163745999526,0.8254461538567336,0.8865652370547924,6446760655.743484,0.1231663209732674,8,8,s0_near_bound; noise_near_bound; large_r0_uncertainty; large_sig2_uncertainty; large_s0_uncertainty; large_noise_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True
LVM-30Dor-6563_B5,166.4001354495142,0.2424068405547679,28,0.1005678593749999,0.8884338694419699,14,D,18.384887447673407,28.3212246618248,0.6723520212635162,0.3636102603277651,7.13103451222814e-08,81.33306457629374,0.2260444450660977,1.499999997919255,5.675283752773346e-09,7.755600171430828,1.4914495769412777,0.8978406255540109,91862055.20558438,0.3051652538368519,8,9,s0_near_bound; noise_near_bound; large_r0_uncertainty; large_sig2_uncertainty; large_s0_uncertainty; large_noise_uncertainty; large_m_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,True,True,True,True,True,True,False,False,False,False,True,False,True
LVM-30Dor-6563_B6,165.74427199588658,0.2424068405547679,28,0.0661249999999999,0.9263529514063922,11,D,7.725899973939166,20.368608203496994,1.2945035269818614,0.3636102596313273,0.9684866411315256,81.33249834353735,0.0949915486587664,1.4999999950462428,0.0954526817987253,0.1921277759320235,0.1667806392187658,0.9062519172361834,4.633628381103387,0.5087451616471184,5,7,s0_near_bound; noise_near_bound; large_s0_uncertainty; large_noise_uncertainty; large_m_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,True,False,False,True,True,True,False,False,False,False,True,False,True
LVM-30Dor-6563_B7,165.80800912237927,0.2424068405547679,28,0.05,0.5139548232683624,9,D,10.304706126573569,57.3757836929899,1.4104574753337076,0.3636102570394346,2.7175146699149052e-12,81.332514817276,0.1266984815325632,1.4999999843539178,1.5877753077223725e-13,0.0837653313135383,0.0782667972579097,0.8993518243341844,1396538973072.482,0.2081697832435831,6,6,s0_near_bound; noise_near_bound; large_s0_uncertainty; large_noise_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True
LVM-30Dor-6563_C1,164.55092559635358,0.2424068405547679,28,0.0574999999999999,0.9830590840210492,14,D,164.50738387005924,158.5210276894829,1.1330885300085274,0.3636095960122734,1.4389752655659297e-08,81.33244736924493,2.022653801664231,1.499997257421131,5.182521194208965e-09,0.4714757982607135,0.4553734744463117,0.8962955192693317,42922221.241471246,0.0952006122799491,10,9,r0_near_bound; s0_near_bound; noise_near_bound; large_s0_uncertainty; large_noise_uncertainty; r0_larger_than_fit_range; r0_much_larger_than_fit_range; large_s0_arcsec; systematic_residuals,True,False,False,True,True,False,False,True,True,False,False,False,True,True,True,False,True
LVM-30Dor-6563_C10,164.84956506481294,0.2424068405547679,28,0.1156530382812499,0.9542344706863448,12,D,28.354811240250864,39.71497154332514,0.8910584046675705,0.3636102608219311,1.9076017548214595e-10,81.33246264172911,0.3486284605097265,1.499999999957836,2.3864508025166715e-11,4.655857083868279,2.0170601157785097,0.884210606806028,11761569362.9664,0.160166002740788,9,8,s0_near_bound; noise_near_bound; large_r0_uncertainty; large_sig2_uncertainty; large_s0_uncertainty; large_noise_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True
LVM-30Dor-6563_C11,165.6336756998395,0.2424068405547679,28,0.0574999999999999,0.7699842406531119,7,D,8.692593632871613,24.31578296719411,1.999999999543141,0.2462084468663787,6.605215612994642,81.33249547289438,0.1068772522265542,1.0156827517858424,0.4478672746404001,0.0919503239682184,0.1112779517209282,0.8670350523781095,0.6863292809688366,0.4341583711084114,6,4,m_near_bound; large_s0_uncertainty; large_m_uncertainty; systematic_residuals,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,True
LVM-30Dor-6563_C12,165.49705528140962,0.2424068405547679,28,0.05,0.5214274308528194,5,C,14.3909447321353,18.353940396160972,1.5308368652596536,0.0242406928045264,1.5575809104735463,81.3325906526373,0.1769394607580799,0.1000000360924207,0.3260144619937421,0.0700300713333302,0.0831482751238925,13.652093279979557,0.752935078487907,0.1808008156290343,7,3,s0_near_bound; large_s0_uncertainty; systematic_residuals,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
LVM-30Dor-6563_C13,164.95041220666806,0.2424068405547679,28,0.0661249999999999,0.7611909749933237,9,D,19.34420226405126,38.09165200861437,1.290806656135913,0.3636102605184659,0.6145252645687816,81.33249933996564,0.2378409912523835,1.4999999987059522,0.0998943439001139,0.1941926667989719,0.1270187661563281,0.9057755352959852,3.2624558845684533,0.2142802962964429,9,6,s0_near_bound; noise_near_bound; large_s0_uncertainty; large_noise_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True
LVM-30Dor-6563_C2,165.3461762435486,0.2424068405547679,28,0.0378071833648393,0.6572429093324622,5,C,15.15570650649994,8.53261687057628,1.3714068547544138,0.0242407532343776,0.4742538846879902,81.33257774388838,0.1863423848955629,0.1000002853834516,0.209987498560145,0.064798131930329,0.0722289721376621,13.63267041494998,0.981527964674644,0.1299925665620509,8,3,s0_near_bound; large_s0_uncertainty; systematic_residuals,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,True
LVM-30Dor-6563_C3,166.0355018267512,0.2424068405547679,28,0.0574999999999999,0.9724974327916044,12,D,26.372503247061225,27.839685723726276,0.9371352236522952,0.3636102608175836,1.7372530770581343e-10,81.33274167652503,0.3242544478821262,1.4999999999399012,3.902531395125538e-11,1.088289167297628,0.5474447604757183,0.8613528245583375,5775912048.250106,0.1374282308550162,9,8,s0_near_bound; noise_near_bound; large_r0_uncertainty; large_sig2_uncertainty; large_s0_uncertainty; large_noise_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,True,True,True,True,True,False,False,False,False,False,True,False,True
LVM-30Dor-6563_C4,166.29395901339103,0.2424068405547679,28,0.05,0.736438817657848,9,D,20.538448390047233,59.299205036437584,1.2402045337780272,0.3636102608250321,2.5724662294001404e-10,81.33243255978171,0.252524703167471,1.4999999999706288,2.989697808439686e-11,0.1359732318780569,0.099368317061662,0.8790966970208118,5543658452.302934,0.1213081553555253,6,6,s0_near_bound; noise_near_bound; large_s0_uncertainty; large_noise_uncertainty; large_s0_arcsec; systematic_residuals,False,False,False,True,True,False,False,True,True,False,False,False,False,False,True,False,True
